TIME;drivetrain/gearbox/rpmMatchingRpmTarget;engine/rpm;drivetrain/gearbox/dsg/nextGear;sensors/gear;drivetrain/gearbox/state;drivetrain/gearbox/dsg/diagnosticFlags;drivetrain/gearSelector/position;drivetrain/gearbox/dsg/gearSelectorPosition;drivetrain/gearbox/stateTimer;drivetrain/torqueEstimation/engineTorquePercent;drivetrain/torqueEstimation/dsgEngineTorquePercent;drivetrain/gearbox/dsg/requestedTorque;ignition/angle;drivetrain/gearbox/torqueReduction/dbwCorrection;drivetrain/gearbox/torqueReduction/cylinderCut;drivetrain/gearbox/torqueReduction/ignCorrection;drivetrain/gearbox/torqueReduction;sensors/tps1;dbw/target
284.660;;943;;;;;;;;;;;;;;;;;
284.680;;940;;;;;;;;;;;5.400;;;;;3.200;3.200
284.700;0;937;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
284.720;;936;;;;;;;;;;;5.700;;;;;3.200;3.200
284.740;;936;0;1;0;;0;0;;;;0.000;;;0.000;;;;
284.760;;939;;;;;;;;;;;5.800;;;;;3.200;3.200
284.780;;940;;;;;;;;;;;;;;;;;
284.800;0;941;;;;0;;;0;0.000;0.000;;5.600;0.000;;0.000;0.000;3.200;3.200
284.820;;943;;;;;;;;;;;;;;;;;
284.840;;947;0;1;0;;0;0;;;;0.000;5.500;;0.000;;;3.200;3.200
284.860;;948;;;;;;;;;;;;;;;;;
284.880;;941;;;;;;;;;;;5.300;;;;;3.200;3.200
284.900;0;936;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
284.920;;936;;;;;;;;;;;5.900;;;;;3.200;3.200
284.940;;943;0;1;0;;0;0;;;;0.000;;;0.000;;;;
284.960;;949;;;;;;;;;;;5.500;;;;;3.200;3.200
284.980;;953;;;;;;;;;;;;;;;;;
285.000;0;959;;;;0;;;0;0.000;0.000;;5.000;0.000;;0.000;0.000;3.200;3.200
285.020;;962;;;;;;;;;;;;;;;;;
285.040;;965;0;1;0;;0;0;;;;0.000;4.400;;0.000;;;3.200;3.200
285.060;;968;;;;;;;;;;;;;;;;;
285.080;;971;;;;;;;;;;;4.000;;;;;3.200;3.200
285.100;0;976;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
285.120;;981;;;;;;;;;;;3.400;;;;;3.200;3.200
285.140;;982;0;1;0;;0;0;;;;0.000;;;0.000;;;;
285.160;;977;;;;;;;;;;;3.100;;;;;3.200;3.200
285.180;;971;;;;;;;;;;;;;;;;;
285.200;0;966;;;;0;;;0;0.000;0.000;;3.700;0.000;;0.000;0.000;3.200;3.200
285.220;;960;;;;;;;;;;;;;;;;;
285.240;;956;0;1;0;;0;0;;;;0.000;4.300;;0.000;;;3.200;3.200
285.260;;953;;;;;;;;;;;;;;;;;
285.280;;952;;;;;;;;;;;4.700;;;;;3.200;3.200
285.300;0;946;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
285.320;;941;;;;;;;;;;;5.100;;;;;3.200;3.200
285.340;;941;0;1;0;;0;0;;;;0.000;;;0.000;;;;
285.360;;947;;;;;;;;;;;5.400;;;;;3.200;3.200
285.380;;953;;;;;;;;;;;;;;;;;
285.400;0;958;;;;0;;;0;0.000;0.000;;4.700;0.000;;0.000;0.000;3.200;3.200
285.420;;963;;;;;;;;;;;;;;;;;
285.440;;965;0;1;0;;0;0;;;;0.000;4.100;;0.000;;;3.200;3.200
285.460;;964;;;;;;;;;;;;;;;;;
285.480;;961;;;;;;;;;;;4.000;;;;;3.200;3.200
285.500;0;956;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
285.520;;950;;;;;;;;;;;4.500;;;;;3.200;3.200
285.540;;944;0;1;0;;0;0;;;;0.000;;;0.000;;;;
285.560;;938;;;;;;;;;;;5.200;;;;;3.300;3.200
285.580;;931;;;;;;;;;;;;;;;;;
285.600;0;928;;;;0;;;0;0.000;0.000;;5.900;0.000;;0.000;0.000;3.200;3.200
285.620;;928;;;;;;;;;;;;;;;;;
285.640;;931;0;1;0;;0;0;;;;0.000;6.100;;0.000;;;3.200;3.200
285.660;;933;;;;;;;;;;;;;;;;;
285.680;;936;;;;;;;;;;;5.900;;;;;3.200;3.200
285.700;0;937;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
285.720;;935;;;;;;;;;;;5.700;;;;;3.200;3.200
285.740;;930;0;1;0;;0;0;;;;0.000;;;0.000;;;;
285.760;;926;;;;;;;;;;;6.100;;;;;3.200;3.200
285.780;;927;;;;;;;;;;;;;;;;;
285.800;0;928;;;;0;;;0;0.000;0.000;;6.400;0.000;;0.000;0.000;3.200;3.200
285.820;;930;;;;;;;;;;;;;;;;;
285.840;;935;0;1;0;;0;0;;;;0.000;6.200;;0.000;;;3.200;3.200
285.860;;945;;;;;;;;;;;;;;;;;
285.880;;960;;;;;;;;;;;5.300;;;;;3.300;3.200
285.900;0;970;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
285.920;;979;;;;;;;;;;;3.900;;;;;3.300;3.200
285.940;;981;0;1;0;;0;0;;;;0.000;;;0.000;;;;
285.960;;982;;;;;;;;;;;3.200;;;;;3.200;3.200
285.980;;976;;;;;;;;;;;;;;;;;
286.000;0;972;;;;0;;;0;0.000;0.000;;3.500;0.000;;0.000;0.000;3.200;3.200
286.020;;970;;;;;;;;;;;;;;;;;
286.040;;972;0;1;0;;0;0;;;;0.000;3.700;;0.000;;;3.200;3.200
286.060;;970;;;;;;;;;;;;;;;;;
286.080;;968;;;;;;;;;;;3.700;;;;;3.200;3.200
286.100;0;966;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
286.120;;966;;;;;;;;;;;3.900;;;;;3.300;3.200
286.140;;964;0;1;0;;0;0;;;;0.000;;;0.000;;;;
286.160;;960;;;;;;;;;;;4.000;;;;;3.300;3.200
286.180;;955;;;;;;;;;;;;;;;;;
286.200;0;951;;;;0;;;0;0.000;0.000;;4.500;0.000;;0.000;0.000;3.200;3.200
286.220;;947;;;;;;;;;;;;;;;;;
286.240;;940;0;1;0;;0;0;;;;0.000;5.000;;0.000;;;3.200;3.200
286.260;;933;;;;;;;;;;;;;;;;;
286.280;;925;;;;;;;;;;;5.800;;;;;3.200;3.200
286.300;0;918;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
286.320;;916;;;;;;;;;;;6.700;;;;;3.200;3.200
286.340;;918;0;1;0;;0;0;;;;0.000;;;0.000;;;;
286.360;;924;;;;;;;;;;;6.800;;;;;3.200;3.200
286.380;;928;;;;;;;;;;;;;;;;;
286.400;0;927;;;;0;;;0;0.000;0.000;;6.300;0.000;;0.000;0.000;3.200;3.200
286.420;;923;;;;;;;;;;;;;;;;;
286.440;;920;0;1;0;;0;0;;;;0.000;6.600;;0.000;;;3.200;3.200
286.460;;919;;;;;;;;;;;;;;;;;
286.480;;917;;;;;;;;;;;6.900;;;;;3.200;3.200
286.500;0;915;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
286.520;;917;;;;;;;;;;;7.300;;;;;3.200;3.200
286.540;;924;0;1;0;;0;0;;;;0.000;;;0.000;;;;
286.560;;931;;;;;;;;;;;6.800;;;;;3.200;3.200
286.580;;939;;;;;;;;;;;;;;;;;
286.600;0;947;;;;0;;;0;0.000;0.000;;5.900;0.000;;0.000;0.000;3.200;3.200
286.620;;954;;;;;;;;;;;;;;;;;
286.640;;952;0;1;0;;0;0;;;;0.000;5.100;;0.000;;;3.200;3.200
286.660;;946;;;;;;;;;;;;;;;;;
286.680;;939;;;;;;;;;;;5.500;;;;;3.200;3.200
286.700;0;935;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
286.720;;932;;;;;;;;;;;6.300;;;;;3.200;3.200
286.740;;933;0;1;0;;0;0;;;;0.000;;;0.000;;;;
286.760;;938;;;;;;;;;;;6.300;;;;;3.200;3.200
286.780;;947;;;;;;;;;;;;;;;;;
286.800;0;953;;;;0;;;0;0.000;0.000;;5.500;0.000;;0.000;0.000;3.200;3.200
286.820;;957;;;;;;;;;;;;;;;;;
286.840;;959;0;1;0;;0;0;;;;0.000;5.000;;0.000;;;3.200;3.200
286.860;;964;;;;;;;;;;;;;;;;;
286.880;;966;;;;;;;;;;;4.500;;;;;3.200;3.200
286.900;0;969;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
286.920;;971;;;;;;;;;;;4.200;;;;;3.300;3.200
286.940;;978;0;1;0;;0;0;;;;0.000;;;0.000;;;;
286.960;;978;;;;;;;;;;;3.600;;;;;3.200;3.200
286.980;;974;;;;;;;;;;;;;;;;;
287.000;0;972;;;;0;;;0;0.000;0.000;;3.800;0.000;;0.000;0.000;3.200;3.200
287.020;;977;;;;;;;;;;;;;;;;;
287.040;;980;0;1;0;;0;0;;;;0.000;3.600;;0.000;;;3.200;3.200
287.060;;979;;;;;;;;;;;;;;;;;
287.080;;976;;;;;;;;;;;3.400;;;;;3.300;3.200
287.100;0;972;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
287.120;;970;;;;;;;;;;;3.700;;;;;3.200;3.200
287.140;;968;0;1;0;;0;0;;;;0.000;;;0.000;;;;
287.160;;971;;;;;;;;;;;3.900;;;;;3.200;3.200
287.180;;973;;;;;;;;;;;;;;;;;
287.200;0;976;;;;0;;;0;0.000;0.000;;3.600;0.000;;0.000;0.000;3.200;3.200
287.220;;977;;;;;;;;;;;;;;;;;
287.240;;977;0;1;0;;0;0;;;;0.000;3.300;;0.000;;;3.200;3.200
287.260;;972;;;;;;;;;;;;;;;;;
287.280;;966;;;;;;;;;;;3.500;;;;;3.200;3.200
287.300;0;962;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
287.320;;959;;;;;;;;;;;4.100;;;;;3.200;3.200
287.340;;956;0;1;0;;0;0;;;;0.000;;;0.000;;;;
287.360;;955;;;;;;;;;;;4.400;;;;;3.200;3.200
287.380;;954;;;;;;;;;;;;;;;;;
287.400;0;952;;;;0;;;0;0.000;0.000;;4.500;0.000;;0.000;0.000;3.200;3.200
287.420;;944;;;;;;;;;;;;;;;;;
287.440;;938;0;1;0;;0;0;;;;0.000;5.100;;0.000;;;3.200;3.200
287.460;;931;;;;;;;;;;;;;;;;;
287.480;;927;;;;;;;;;;;5.900;;;;;3.200;3.200
287.500;0;924;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
287.520;;924;;;;;;;;;;;6.300;;;;;3.200;3.200
287.540;;927;0;1;0;;0;0;;;;0.000;;;0.000;;;;
287.560;;932;;;;;;;;;;;6.200;;;;;3.300;3.200
287.580;;936;;;;;;;;;;;;;;;;;
287.600;0;937;;;;0;;;0;0.000;0.000;;5.700;0.000;;0.000;0.000;3.200;3.200
287.620;;938;;;;;;;;;;;;;;;;;
287.640;;937;0;1;0;;0;0;;;;0.000;5.600;;0.000;;;3.200;3.200
287.660;;935;;;;;;;;;;;;;;;;;
287.680;;936;;;;;;;;;;;5.800;;;;;3.200;3.200
287.700;0;939;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
287.720;;943;;;;;;;;;;;5.600;;;;;3.200;3.200
287.740;;950;0;1;0;;0;0;;;;0.000;;;0.000;;;;
287.760;;959;;;;;;;;;;;5.100;;;;;3.200;3.200
287.780;;967;;;;;;;;;;;;;;;;;
287.800;0;969;;;;0;;;0;0.000;0.000;;4.000;0.000;;0.000;0.000;3.200;3.200
287.820;;966;;;;;;;;;;;;;;;;;
287.840;;961;0;1;0;;0;0;;;;0.000;4.000;;0.000;;;3.200;3.200
287.860;;958;;;;;;;;;;;;;;;;;
287.880;;958;;;;;;;;;;;4.500;;;;;3.200;3.200
287.900;0;960;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
287.920;;957;;;;;;;;;;;4.400;;;;;3.300;3.200
287.940;;958;0;1;0;;0;0;;;;0.000;;;0.000;;;;
287.960;;962;;;;;;;;;;;4.500;;;;;3.200;3.200
287.980;;971;;;;;;;;;;;;;;;;;
288.000;0;977;;;;0;;;0;0.000;0.000;;3.600;0.000;;0.000;0.000;3.200;3.200
288.020;;975;;;;;;;;;;;;;;;;;
288.040;;970;0;1;0;;0;0;;;;0.000;3.300;;0.000;;;3.200;3.200
288.060;;964;;;;;;;;;;;;;;;;;
288.080;;962;;;;;;;;;;;4.000;;;;;3.200;3.200
288.100;0;963;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
288.120;;963;;;;;;;;;;;4.000;;;;;3.300;3.200
288.140;;961;0;1;0;;0;0;;;;0.000;;;0.000;;;;
288.160;;959;;;;;;;;;;;4.100;;;;;3.200;3.200
288.180;;960;;;;;;;;;;;;;;;;;
288.200;0;961;;;;0;;;0;0.000;0.000;;4.100;0.000;;0.000;0.000;3.300;3.200
288.220;;959;;;;;;;;;;;;;;;;;
288.240;;954;0;1;0;;0;0;;;;0.000;4.200;;0.000;;;3.200;3.200
288.260;;949;;;;;;;;;;;;;;;;;
288.280;;946;;;;;;;;;;;4.700;;;;;3.200;3.200
288.300;0;946;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
288.320;;945;;;;;;;;;;;4.900;;;;;3.300;3.200
288.340;;944;0;1;0;;0;0;;;;0.000;;;0.000;;;;
288.360;;942;;;;;;;;;;;5.100;;;;;3.200;3.200
288.380;;941;;;;;;;;;;;;;;;;;
288.400;0;940;;;;0;;;0;0.000;0.000;;5.300;0.000;;0.000;0.000;3.200;3.200
288.420;;940;;;;;;;;;;;;;;;;;
288.440;;944;0;1;0;;0;0;;;;0.000;5.400;;0.000;;;3.200;3.200
288.460;;943;;;;;;;;;;;;;;;;;
288.480;;940;;;;;;;;;;;5.200;;;;;3.200;3.200
288.500;0;936;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
288.520;;936;;;;;;;;;;;5.600;;;;;3.200;3.200
288.540;;938;0;1;0;;0;0;;;;0.000;;;0.000;;;;
288.560;;939;;;;;;;;;;;5.500;;;;;3.200;3.200
288.580;;937;;;;;;;;;;;;;;;;;
288.600;0;933;;;;0;;;0;0.000;0.000;;5.600;0.000;;0.000;0.000;3.200;3.200
288.620;;929;;;;;;;;;;;;;;;;;
288.640;;928;0;1;0;;0;0;;;;0.000;6.100;;0.000;;;3.200;3.200
288.660;;928;;;;;;;;;;;;;;;;;
288.680;;928;;;;;;;;;;;6.200;;;;;3.200;3.200
288.700;0;928;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
288.720;;931;;;;;;;;;;;6.200;;;;;3.200;3.200
288.740;;934;0;1;0;;0;0;;;;0.000;;;0.000;;;;
288.760;;938;;;;;;;;;;;5.900;;;;;3.200;3.200
288.780;;937;;;;;;;;;;;;;;;;;
288.800;0;936;;;;0;;;0;0.000;0.000;;5.800;0.000;;0.000;0.000;3.200;3.200
288.820;;934;;;;;;;;;;;;;;;;;
288.840;;935;0;1;0;;0;0;;;;0.000;7.000;;0.000;;;3.300;3.800
288.860;;940;;;;;;;;;;;;;;;;;
288.880;;949;;;;;;;;;;;8.300;;;;;3.400;4.600
288.900;0;959;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
288.920;;971;;;;;;;;;;;9.500;;;;;3.400;5.300
288.940;;983;0;1;0;;0;0;;;;0.000;;;0.000;;;;
288.960;;995;;;;;;;;;;;9.700;;;;;4.600;5.700
288.980;;1003;;;;;;;;;;;;;;;;;
289.000;0;1011;;;;0;;;0;0.000;0.000;;9.700;0.000;;0.000;0.000;5.400;6.100
289.020;;1026;;;;;;;;;;;;;;;;;
289.040;;1043;0;1;0;;0;0;;;;0.000;9.800;;0.000;;;5.700;6.300
289.060;;1063;;;;;;;;;;;;;;;;;
289.080;;1085;;;;;;;;;;;10.000;;;;;5.700;6.300
289.100;0;1115;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
289.120;;1146;;;;;;;;;;;10.600;;;;;5.700;6.400
289.140;;1178;0;1;0;;0;0;;;;0.000;;;0.000;;;;
289.160;;1210;;;;;;;;;;;11.300;;;;;5.700;6.400
289.180;;1242;;;;;;;;;;;;;;;;;
289.200;0;1280;;;;0;;;0;0.000;0.000;;12.000;0.000;;0.000;0.000;5.700;6.400
289.220;;1324;;;;;;;;;;;;;;;;;
289.240;;1368;0;1;0;;0;0;;;;0.000;13.100;;0.000;;;5.700;6.300
289.260;;1412;;;;;;;;;;;;;;;;;
289.280;;1465;;;;;;;;;;;14.600;;;;;5.700;6.100
289.300;0;1523;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
289.320;;1576;;;;;;;;;;;16.800;;;;;5.700;5.600
289.340;;1630;0;1;0;;0;0;;;;0.000;;;0.000;;;;
289.360;;1686;;;;;;;;;;;18.900;;;;;3.900;3.600
289.380;;1737;;;;;;;;;;;;;;;;;
289.400;0;1787;;;;0;;;0;0.000;0.000;;20.000;0.000;;0.000;0.000;4.000;3.600
289.420;;1832;;;;;;;;;;;;;;;;;
289.440;;1864;0;1;0;;0;0;;;;0.000;18.400;;0.000;;;4.000;3.600
289.460;;1883;;;;;;;;;;;;;;;;;
289.480;;1898;;;;;;;;;;;16.800;;;;;4.000;3.700
289.500;0;1904;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
289.520;;1904;;;;;;;;;;;15.200;;;;;4.000;3.700
289.540;;1909;0;1;0;;0;0;;;;0.000;;;0.000;;;;
289.560;;1894;;;;;;;;;;;13.600;;;;;4.000;3.700
289.580;;1874;;;;;;;;;;;;;;;;;
289.600;0;1863;;;;0;;;0;0.000;0.000;;12.000;0.000;;0.000;0.000;4.000;3.700
289.620;;1849;;;;;;;;;;;;;;;;;
289.640;;1832;0;1;0;;0;0;;;;0.000;10.400;;0.000;;;4.000;3.700
289.660;;1811;;;;;;;;;;;;;;;;;
289.680;;1772;;;;;;;;;;;8.800;;;;;4.000;3.600
289.700;0;1739;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
289.720;;1711;;;;;;;;;;;7.900;;;;;4.000;3.600
289.740;;1674;0;1;0;;0;0;;;;0.000;;;0.000;;;;
289.760;;1630;;;;;;;;;;;7.700;;;;;4.000;3.600
289.780;;1580;;;;;;;;;;;;;;;;;
289.800;0;1529;;;;0;;;0;0.000;0.000;;7.300;0.000;;0.000;0.000;4.000;3.500
289.820;;1479;;;;;;;;;;;;;;;;;
289.840;;1432;0;1;0;;0;0;;;;0.000;6.900;;0.000;;;4.000;3.500
289.860;;1382;;;;;;;;;;;;;;;;;
289.880;;1335;;;;;;;;;;;6.600;;;;;4.000;3.500
289.900;0;1289;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
289.920;;1242;;;;;;;;;;;6.300;;;;;3.900;3.400
289.940;;1196;0;1;0;;0;0;;;;0.000;;;0.000;;;;
289.960;;1150;;;;;;;;;;;9.700;;;;;4.000;4.100
289.980;;1105;;;;;;;;;;;;;;;;;
290.000;0;1084;;;;0;;;0;0.000;0.000;;12.800;0.000;;0.000;0.000;4.000;4.000
290.020;;1088;;;;;;;;;;;;;;;;;
290.040;;1113;0;1;0;;0;0;;;;0.000;11.500;;0.000;;;4.000;3.900
290.060;;1143;;;;;;;;;;;;;;;;;
290.080;;1172;;;;;;;;;;;5.800;;;;;4.000;3.700
290.100;0;1183;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
290.120;;1173;;;;;;;;;;;1.000;;;;;4.000;3.600
290.140;;1158;0;1;0;;0;0;;;;0.000;;;0.000;;;;
290.160;;1144;;;;;;;;;;;0.000;;;;;3.900;3.400
290.180;;1128;;;;;;;;;;;;;;;;;
290.200;0;1108;;;;0;;;0;0.000;0.000;;-0.900;0.000;;0.000;0.000;3.900;3.300
290.220;;1091;;;;;;;;;;;;;;;;;
290.240;;1078;0;1;0;;0;0;;;;0.000;-1.300;;0.000;;;3.800;3.200
290.260;;1059;;;;;;;;;;;;;;;;;
290.280;;1034;;;;;;;;;;;-1.400;;;;;3.500;3.200
290.300;0;1009;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
290.320;;986;;;;;;;;;;;1.400;;;;;3.400;3.200
290.340;;968;0;1;0;;0;0;;;;0.000;;;0.000;;;;
290.360;;957;;;;;;;;;;;3.800;;;;;3.400;3.200
290.380;;953;;;;;;;;;;;;;;;;;
290.400;0;949;;;;0;;;0;0.000;0.000;;4.700;0.000;;0.000;0.000;3.400;3.200
290.420;;942;;;;;;;;;;;;;;;;;
290.440;;933;0;1;0;;0;0;;;;0.000;5.400;;0.000;;;3.400;3.200
290.460;;927;;;;;;;;;;;;;;;;;
290.480;;926;;;;;;;;;;;6.200;;;;;3.400;3.200
290.500;0;923;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
290.520;;917;;;;;;;;;;;6.500;;;;;3.400;3.200
290.540;;912;0;-3;0;;0;0;;;;0.000;;;0.000;;;;
290.560;;908;;;;;;;;;;;7.300;;;;;3.400;3.200
290.580;;906;;;;;;;;;;;;;;;;;
290.600;0;908;;;;0;;;0;0.000;0.000;;7.700;0.000;;0.000;0.000;3.400;3.200
290.620;;912;;;;;;;;;;;;;;;;;
290.640;;916;0;-3;0;;0;0;;;;0.000;7.400;;0.000;;;3.300;3.200
290.660;;916;;;;;;;;;;;;;;;;;
290.680;;913;;;;;;;;;;;7.300;;;;;3.300;3.200
290.700;0;914;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
290.720;;917;;;;;;;;;;;7.500;;;;;3.300;3.200
290.740;;924;0;1;0;;0;0;;;;0.000;;;0.000;;;;
290.760;;928;;;;;;;;;;;6.900;;;;;3.300;3.200
290.780;;930;;;;;;;;;;;;;;;;;
290.800;0;930;;;;0;;;0;0.000;0.000;;6.600;0.000;;0.000;0.000;3.300;3.200
290.820;;929;;;;;;;;;;;;;;;;;
290.840;;931;0;1;0;;0;0;;;;0.000;6.700;;0.000;;;3.300;3.200
290.860;;933;;;;;;;;;;;;;;;;;
290.880;;935;;;;;;;;;;;6.500;;;;;3.300;3.200
290.900;0;933;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
290.920;;933;;;;;;;;;;;6.600;;;;;3.300;3.200
290.940;;937;0;1;0;;0;0;;;;0.000;;;0.000;;;;
290.960;;945;;;;;;;;;;;6.400;;;;;3.300;3.200
290.980;;949;;;;;;;;;;;;;;;;;
291.000;0;950;;;;0;;;0;0.000;0.000;;5.700;0.000;;0.000;0.000;3.200;3.200
291.020;;951;;;;;;;;;;;;;;;;;
291.040;;956;0;1;0;;0;0;;;;0.000;5.500;;0.000;;;3.200;3.200
291.060;;960;;;;;;;;;;;;;;;;;
291.080;;967;;;;;;;;;;;5.000;;;;;3.200;3.200
291.100;0;968;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
291.120;;972;;;;;;;;;;;4.600;;;;;3.200;3.200
291.140;;973;0;1;0;;0;0;;;;0.000;;;0.000;;;;
291.160;;978;;;;;;;;;;;4.200;;;;;3.200;3.200
291.180;;985;;;;;;;;;;;;;;;;;
291.200;0;992;;;;0;;;0;0.000;0.000;;3.400;0.000;;0.000;0.000;3.200;3.200
291.220;;994;;;;;;;;;;;;;;;;;
291.240;;989;0;1;0;;0;0;;;;0.000;4.700;;0.000;;;3.300;4.000
291.260;;983;;;;;;;;;;;;;;;;;
291.280;;983;;;;;;;;;;;6.000;;;;;3.500;5.300
291.300;0;990;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
291.320;;995;;;;;;;;;;;7.300;;;;;4.700;6.100
291.340;;1003;0;1;0;;0;0;;;;0.000;;;0.000;;;;
291.360;;1012;;;;;;;;;;;8.600;;;;;5.700;6.600
291.380;;1024;;;;;;;;;;;;;;;;;
291.400;0;1035;;;;0;;;0;0.000;0.000;;9.800;0.000;;0.000;0.000;5.700;6.900
291.420;;1048;;;;;;;;;;;;;;;;;
291.440;;1066;0;1;0;;0;0;;;;0.000;9.800;;0.000;;;5.700;7.100
291.460;;1090;;;;;;;;;;;;;;;;;
291.480;;1124;;;;;;;;;;;10.300;;;;;5.800;7.100
291.500;0;1158;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
291.520;;1196;;;;;;;;;;;11.100;;;;;5.800;7.200
291.540;;1234;0;1;0;;0;0;;;;0.000;;;0.000;;;;
291.560;;1273;;;;;;;;;;;11.900;;;;;5.800;7.200
291.580;;1318;;;;;;;;;;;;;;;;;
291.600;0;1371;;;;0;;;0;0.000;0.000;;13.100;0.000;;0.000;0.000;5.800;7.200
291.620;;1420;;;;;;;;;;;;;;;;;
291.640;;1470;0;1;0;;0;0;;;;0.000;14.600;;0.000;;;5.800;7.200
291.660;;1520;;;;;;;;;;;;;;;;;
291.680;;1574;;;;;;;;;;;16.700;;;;;6.000;7.100
291.700;0;1631;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
291.720;;1689;;;;;;;;;;;18.900;;;;;6.000;6.800
291.740;;1746;0;1;0;;0;0;;;;0.000;;;0.000;;;;
291.760;;1798;;;;;;;;;;;21.000;;;;;6.000;6.400
291.780;;1845;;;;;;;;;;;;;;;;;
291.800;0;1886;;;;0;;;0;0.000;0.000;;22.200;0.000;;0.000;0.000;5.800;4.900
291.820;;1924;;;;;;;;;;;;;;;;;
291.840;;1958;0;1;0;;0;0;;;;0.000;23.200;;0.000;;;4.200;3.200
291.860;;1999;;;;;;;;;;;;;;;;;
291.880;;2028;;;;;;;;;;;24.100;;;;;4.500;3.700
291.900;0;2050;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
291.920;;2069;;;;;;;;;;;24.400;;;;;4.500;3.700
291.940;;2077;0;1;0;;0;0;;;;0.000;;;0.000;;;;
291.960;;2084;;;;;;;;;;;22.800;;;;;4.500;3.700
291.980;;2079;;;;;;;;;;;;;;;;;
292.000;0;2075;;;;0;;;0;0.000;0.000;;21.200;0.000;;0.000;0.000;4.500;3.700
292.020;;2082;;;;;;;;;;;;;;;;;
292.040;;2078;0;1;0;;0;0;;;;0.000;19.600;;0.000;;;4.500;3.800
292.060;;2074;;;;;;;;;;;;;;;;;
292.080;;2067;;;;;;;;;;;18.000;;;;;4.500;3.700
292.100;0;2053;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
292.120;;2040;;;;;;;;;;;16.400;;;;;4.500;3.700
292.140;;2027;0;1;0;;0;0;;;;0.000;;;0.000;;;;
292.160;;2014;;;;;;;;;;;14.800;;;;;4.500;3.700
292.180;;1999;;;;;;;;;;;;;;;;;
292.200;0;1977;;;;0;;;0;0.000;0.000;;13.200;0.000;;0.000;0.000;4.500;3.700
292.220;;1955;;;;;;;;;;;;;;;;;
292.240;;1932;0;1;0;;0;0;;;;0.000;11.600;;0.000;;;4.500;3.700
292.260;;1904;;;;;;;;;;;;;;;;;
292.280;;1881;;;;;;;;;;;10.000;;;;;4.500;3.700
292.300;0;1856;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
292.320;;1833;;;;;;;;;;;8.400;;;;;4.500;3.700
292.340;;1808;0;1;0;;0;0;;;;0.000;;;0.000;;;;
292.360;;1773;;;;;;;;;;;8.200;;;;;4.400;3.600
292.380;;1725;;;;;;;;;;;;;;;;;
292.400;0;1674;;;;0;;;0;0.000;0.000;;7.900;0.000;;0.000;0.000;4.400;3.600
292.420;;1622;;;;;;;;;;;;;;;;;
292.440;;1572;0;1;0;;0;0;;;;0.000;7.500;;0.000;;;4.400;3.600
292.460;;1521;;;;;;;;;;;;;;;;;
292.480;;1472;;;;;;;;;;;7.100;;;;;4.200;3.500
292.500;0;1423;;;;0;;;0;0.000;0.000;;;0.000;;0.000;0.000;;
292.520;;1377;;;;;;;;;;;6.700;;;;;4.100;3.500
